model,dataset_size_name,n_train,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,train_time_sec,n_epochs_ran
NeuralNet_Keras,small,800,0.8373362445414847,0.6982332155477032,0.5636052481460354,0.6237373737373737,0.8854077698960654,10.095713138580322,29
NeuralNet_Keras,medium,6000,0.8487991266375546,0.7352297592997812,0.5750142612664004,0.645326504481434,0.9035828394117451,14.807698011398315,28
NeuralNet_Keras,large,34187,0.8486626637554585,0.7417417417417418,0.5636052481460354,0.6405186385737439,0.9073067822234273,44.883201599121094,28
